id,source,target,draft_prediction,refined_prediction
464,Methods: use randomized clinical trial and compare results before-after treatment on 50 patients with palmar and plantar hyperhidrosis.,"Phương pháp: Thử nghiệm lâm sàng trên 50 bệnh nhân tăng tiết mồ hôi tay chân, so sánh kết quả sau và trước điều trị.",Phương pháp nghiên cứu: thử nghiệm lâm sàng ngẫu nhiên so sánh kết quả trước và sau điều trị trên 50 bệnh nhân tăng tiết mồ hôi bàn tay và bàn chân.,Phương pháp nghiên cứu: thử nghiệm lâm sàng ngẫu nhiên so sánh kết quả trước và sau điều trị trên 50 bệnh nhân tăng tiết mồ hôi bàn tay và bàn chân.
465,"Results: The average age was 24.02 - 7.59 (years old), females were more likely to develop hyperhidrosis than males, the onset age of the disease at under 12 years old accounted for the majority of the studied patients (76%).","Kết quả: Độ tuổi trung bình là 24,02  7,59 (tuổi), nữ nhiều hơn nam, tuổi khởi phát bệnh dưới 12 tuổi chiếm đa số (76%).","Kết quả: Tuổi trung bình là 24.02 +/- 7.59 (tuổi), nữ gặp nhiều hơn nam, tuổi khởi phát bệnh dưới 12 tuổi chiếm đa số bệnh nhân nghiên cứu (76%).","Kết quả: Tuổi trung bình là 24.02 +/- 7.59 (tuổi), nữ gặp nhiều hơn nam, tuổi khởi phát bệnh dưới 12 tuổi chiếm đa số bệnh nhân nghiên cứu (76%)."
466,"After 1 month of treatment, the percentage of patients who had hyperhidrosis quite frequently decreased from 40.0% to 16.0% and the proportion of the ones who had hyperhidrosis fairly frequently declined from 54.0% to 18.0% (p < 0.05).","Sau 1 tháng điều trị, bệnh nhân có tần suất ra mồ hôi mức độ luôn luôn là 40,0% giảm còn 16,0%, mức độ thường xuyên là 54,0% giảm còn 18,0% (p < 0,05).","Sau 1 tháng điều trị, tỷ lệ bệnh nhân tăng tiết mồ hôi tay thường xuyên giảm từ 40.0% còn 16.0% và tỷ lệ tăng tiết mồ hôi tay khá giảm từ 54.0% còn 18.0% (p < 0.05).","Sau 1 tháng điều trị, tỷ lệ bệnh nhân tăng tiết mồ hôi tay thường xuyên giảm từ 40.0% còn 16.0% và tỷ lệ tăng tiết mồ hôi tay khá giảm từ 54.0% còn 18.0% (p < 0.05)."
467,"The percentage of patients who developed level 3 (50%) and level 4 (16%) of hyperhidrosis underwent a drop to 12.0% and 4.0%, respectively (p < 0.05).","Mức tăng tiết mồ hôi ở độ 3 (50,0%) và độ 4 (16,0%) lần lượt giảm còn 12,0% và 4,0% (p < 0,05).",Tỷ lệ bệnh nhân tăng tiết mồ hôi mức độ 3 (50%) và mức độ 4 (16%) giảm xuống còn 12.0% và 4.0% (p < 0.05).,Tỷ lệ bệnh nhân tăng tiết mồ hôi mức độ 3 (50%) và mức độ 4 (16%) giảm xuống còn 12.0% và 4.0% (p < 0.05).
468,The quality of life effect of hyperhidrosis: 16.0% of patients decreased 80% of the total symptoms and 58.0% of patients decreased 50% of the total symptoms.,"Ảnh hưởng của tăng tiết mồ hôi tay chân tới chất lượng cuộc sống: có 16,0% số bệnh nhân giảm 80,0% triệu chứng bệnh và 58,0% số bệnh nhân giảm được 50,0% triệu chứng bệnh.",Hiệu quả cải thiện chất lượng cuộc sống: 16.0% bệnh nhân giảm 80% tổng số triệu chứng và 58.0% bệnh nhân giảm 50% tổng số triệu chứng.,Hiệu quả cải thiện chất lượng cuộc sống: 16.0% bệnh nhân giảm 80% tổng số triệu chứng và 58.0% bệnh nhân giảm 50% tổng số triệu chứng.
469,Conclusions: HB herbal medication formular improved clinical symptoms patients with palmar and plantar hyperhidrosis.,Kết luận: Thuốc HB có tác dụng cải thiện các triệu trứng lâm sàng của bệnh nhân tăng tiết mồ hôi tay chân.,"Kết luận: Bài thuốc thảo dược HB cải thiện các triệu chứng lâm sàng trên bệnh nhân tăng tiết mồ hôi tay, bàn chân.","Kết luận: Bài thuốc thảo dược HB cải thiện các triệu chứng lâm sàng trên bệnh nhân tăng tiết mồ hôi tay, bàn chân."
470,Clinical and laboratory testing of oral anticoagulation therapy vitamin k antagonists at the emergency department of hanoi heart hospital,"Đặc điểm lâm sàng, cận lâm sàng và thực trạng rối loạn đông máu do dùng thuốc chống đông kháng Vitamin K tại khoa cấp cứu Bệnh viện Tim Hà Nội",Nghiên cứu đặc điểm lâm sàng và cận lâm sàng của bệnh nhân điều trị kháng vitamin k đường uống tại khoa cấp cứu bệnh viện tim Hà Nội,Nghiên cứu đặc điểm lâm sàng và cận lâm sàng của bệnh nhân điều trị kháng vitamin k đường uống tại khoa cấp cứu bệnh viện tim Hà Nội
471,Arteriovenous malformations of the scalp are rare vascular malformations but constitute a high proportion in arteriovenous malformations of the head and neck.,"Dị dạng động tĩnh mạch da đầu là loại bất thường mạch máu tương đối hiếm gặp, nhưng chiếm tỷ lệ cao trong các dị dạng động tĩnh mạch vùng đầu mặt cổ.",Dị dạng động tĩnh mạch của da đầu là những dị dạng mạch máu hiếm gặp nhưng chiếm tỷ lệ cao trong các dị dạng động tĩnh mạch của đầu và cổ.,Dị dạng động tĩnh mạch của da đầu là những dị dạng mạch máu hiếm gặp nhưng chiếm tỷ lệ cao trong các dị dạng động tĩnh mạch của đầu và cổ.
472,We retrospectively assessed the outcome after treatment of scalp arteriovenous malformations by thePlastic and Maxillofacial Surgery Department at Viet Duc university hospital between January 2009 and December 2018.,"Nghiên cứu của chúng tôi là nghiên cứu hồi cứu cho nhóm 16 bệnh nhân dị dạng động tĩnh mạch da đầu, được chẩn đoán và điều trị tại khoa Phẫu thuật hàm mặt và tạo hình, Bệnh viện Việt Đức từ năm 2009 đến năm 2018.",Chúng tôi hồi cứu đánh giá kết quả sau điều trị dị dạng động tĩnh mạch da đầu tại khoa Phẫu thuật Tạo hình và Răng Hàm Mặt bệnh viện Việt Đức từ tháng 1/2009 đến tháng 12/2018.,Chúng tôi hồi cứu đánh giá kết quả sau điều trị dị dạng động tĩnh mạch da đầu tại khoa Phẫu thuật Tạo hình và Răng Hàm Mặt bệnh viện Việt Đức từ tháng 1/2009 đến tháng 12/2018.
473,Patients were treated by embolization and resection.,Tất cả các bệnh nhân đều được điều trị bằng nút mạch và phẫu thuật cắt bỏ khối dị dạng.,Bệnh nhân được can thiệp nút mạch và phẫu thuật cắt bỏ khối u.,Bệnh nhân được điều trị nút mạch và phẫu thuật cắt bỏ khối u.
474,The small lesions have the highest rate of successful treatment.,"Tổn thương càng nhỏ, khu trú thì kết quả điều trị càng tốt.",Những tổn thương nhỏ có tỷ lệ điều trị thành công cao nhất.,Những tổn thương nhỏ có tỷ lệ điều trị thành công cao nhất.
475,"The large and diffuse lesions, especially those with connection with the intracranial vessels are big challenges to manage and require collaboration between the plastic - maxillofacial team and the neurosurgical team.","Các khối dị dạng lớn, lan toả, đặc biệt có sự thông thương với hệ mạch trong sọ là thách thức lớn cho điều trị và cần có sự phối hợp chặt chẽ của nhiều chuyên khoa.","Các tổn thương lớn và lan toả, đặc biệt là những tổn thương có liên quan đến các mạch máu trong sọ là những thách thức lớn đối với việc quản lý và đòi hỏi sự hợp tác giữa nhóm phẫu thuật tạo hình hàm mặt và nhóm phẫu thuật thần kinh.","Các tổn thương lớn và lan toả, đặc biệt là những tổn thương có liên quan đến các mạch máu trong sọ là những thách thức lớn đối với việc quản lý và đòi hỏi sự hợp tác giữa nhóm phẫu thuật tạo hình hàm mặt và nhóm phẫu thuật thần kinh."
476,Some factors related to treatment compliance of patients with type 2 diabetes,Một số yếu tố liên quan đến sự tuân thủ điều trị của bệnh nhân đái tháo đường typ 2,Một số yếu tố liên quan đến tuân thủ điều trị của bệnh nhân đái tháo đường týp 2,Một số yếu tố liên quan đến tuân thủ điều trị của bệnh nhân đái tháo đường týp 2
477,"he pandemic not only upsets people's lives, but also shields countries from economic, political and social instability.","Đại dịch không chỉ làm đảo lộn cuộc sống của mọi người, mà còn khiên cho các quốc gia đối mặt với những vấn đề bất ổn về kinh tế, chính trị, xã hội.","Đại dịch không chỉ làm đảo lộn cuộc sống của mọi người mà còn bảo vệ các quốc gia khỏi sự bất ổn về kinh tế, chính trị và xã hội.","Đại dịch không chỉ làm đảo lộn cuộc sống của mọi người mà còn bảo vệ các quốc gia khỏi sự bất ổn về kinh tế, chính trị và xã hội."
478,"At this time, each country considers the role of health and preventive medicine (preventive medicine) very important.","Lúc này, mỗi quốc gia đều thấy vai trò của y tế và y tế dự phòng (YTDP) là hết sức quan trọng.","Tại thời điểm này, mỗi quốc gia đều coi vai trò của y tế và y tế dự phòng (y tế dự phòng) rất quan trọng.","Tại thời điểm này, mỗi quốc gia đều coi vai trò của y tế và y tế dự phòng (y tế dự phòng) rất quan trọng."
479,And Vietnam is also a country that is not outside of this problem.,Và Viêt Nam cũng là Quốc gia không nằm ngoài vấn đề này.,Và Việt Nam cũng là một quốc gia không nằm ngoài vấn đề này.,Và Việt Nam cũng là một quốc gia không nằm ngoài vấn đề này.
480,This article will mention some limitations in state budget spending on preventive medicine and make recommendations to increase the efficiency of state budget spending on preventive medicine in particular and state budget spending on health in general.,Bài viết này sẽ đề cập tới một số hạn chế trong chi ngân sách nhà nước (NSNN) cho YTDP và khuyến nghị nhằm tăng cường hiệu quả chi NSNN cho YTDP nói riêng và chi NSNN cho y tế nói chung.,Bài viết này sẽ đề cập một số hạn chế trong việc chi trả ngân sách nhà nước cho y tế dự phòng và đưa ra một số khuyến nghị nhằm tăng hiệu quả chi trả ngân sách nhà nước cho y tế dự phòng nói riêng và ngân sách nhà nước cho y tế nói chung.,Bài viết này sẽ đề cập một số hạn chế trong việc chi trả ngân sách nhà nước cho y tế dự phòng và đưa ra một số khuyến nghị nhằm tăng hiệu quả chi trả ngân sách nhà nước cho y tế dự phòng nói riêng và ngân sách nhà nước cho y tế nói chung.
481,Study on the situation of prescribing on elderly patients apply the STOPP/START criteria at Bac Lieu hospital in 2021,Nghiên cứu tình hình kê đơn thuốc trên bệnh nhân cao tuổi thông qua công cụ STOPP/START tại Bệnh viện Đa khoa Bạc Liêu năm 2021,Nghiên cứu tình hình kê đơn trên bệnh nhân cao tuổi áp dụng tiêu chuẩn STOPP/START tại Bệnh viện Bạc Liêu năm 2021,Nghiên cứu tình hình kê đơn trên bệnh nhân cao tuổi áp dụng tiêu chuẩn STOPP/START tại Bệnh viện Bạc Liêu năm 2021
482,Pulmonary embolism is a fierce emergency and requires early and accurate management.,"Thuyên tắc động mạch phổi do huyết khối là một cấp cứu nặng, đòi hỏi phải xử trí nhanh chóng và chính xác.",Thuyên tắc phổi là một cấp cứu nặng và cần được xử trí sớm và chính xác.,Thuyên tắc phổi là một cấp cứu nặng và cần được xử trí sớm và chính xác.
483,The treatment of pulmonary thromboembolism becomes increasingly difficult in patients at high bleeding risk.,Việc điều trị huyết khối động mạch phổi càng trở nên khó khăn ở những bệnh nhân có nguy cơ chảy máu cao.,Điều trị thuyên tắc phổi ngày càng trở nên khó khăn ở những bệnh nhân có nguy cơ chảy máu cao.,Điều trị thuyên tắc phổi ngày càng trở nên khó khăn ở những bệnh nhân có nguy cơ chảy máu cao.
484,"We reported a case of successful embolectomy in a high-risk patient with acute pulmonary thromboembolism on the background of traumatic brain injury, as well as a reviewed of the literature on similar patients.","Chúng tôi xin báo cáo một trường hợp phẫu thuật lấy huyết khối điều trị thành công bệnh nhân thuyên tắc động mạch phổi cấp tính nguy cơ cao trên nền chấn thương sọ não, cũng như xem lại y văn về những trường hợp bệnh nhân tương tự.","Chúng tôi báo cáo một trường hợp phẫu thuật lấy huyết khối thành công ở bệnh nhân nguy cơ cao bị thuyên tắc phổi cấp trên nền chấn thương sọ não, đồng thời tổng quan y văn về những bệnh nhân tương tự.","Chúng tôi báo cáo một trường hợp phẫu thuật lấy huyết khối thành công ở bệnh nhân nguy cơ cao bị thuyên tắc phổi cấp trên nền chấn thương sọ não, đồng thời tổng quan y văn về những bệnh nhân tương tự."
